Date,Train UID,Departure Time,Arrival Time,Delay,Delay_Low,Delayed Arrival Time_Low,Delay_Medium,Delayed Arrival Time_Medium,Delay_High,Delayed Arrival Time_High
03/12/2023,G23568,14:30:00,19:09:00,26,2.6,19:11:36,7.8,19:16:48,18.2,19:27:12
03/12/2023,G23570,15:00:00,19:18:00,46,4.6000000000000005,19:22:36,13.799999999999999,19:31:48,32.199999999999996,19:50:12
03/12/2023,G23573,15:30:00,20:12:00,15,1.5,20:13:30,4.5,20:16:30,10.5,20:22:30
03/12/2023,G23574,16:00:00,20:17:00,0,0,20:17:00,0,20:17:00,0,20:17:00
03/12/2023,G23581,17:00:00,21:19:00,39,3.9000000000000004,21:22:54,11.7,21:30:42,27.299999999999997,21:46:18
03/12/2023,G23584,17:30:00,22:15:00,41,4.1000000000000005,22:19:06,12.299999999999999,22:27:18,28.7,22:43:42
03/12/2023,G23587,18:00:00,22:27:00,41,4.1000000000000005,22:31:06,12.299999999999999,22:39:18,28.7,22:55:42
03/12/2023,G23589,18:30:00,23:12:00,24,2.4000000000000004,23:14:24,7.199999999999999,23:19:12,16.799999999999997,23:28:48
03/12/2023,G23591,19:00:00,23:31:00,41,4.1000000000000005,23:35:06,12.299999999999999,23:43:18,28.7,23:59:42
04/12/2023,C18051,05:48:00,10:08:00,54,5.4,10:13:24,16.2,10:24:12,37.8,10:45:48
04/12/2023,C18054,10:45:00,15:11:00,10,1,15:12:00,3,15:14:00,7,15:18:00
04/12/2023,C18057,12:18:00,16:41:00,8,0.8,16:41:48,2.4,16:43:24,5.6,16:46:36
04/12/2023,C18060,14:48:00,19:14:00,16,1.6,19:15:36,4.8,19:18:48,11.2,19:25:12
04/12/2023,C18063,20:27:00,04:07:00,37,3.7,04:10:42,11.1,04:18:06,25.9,04:32:54
04/12/2023,G23529,06:15:00,11:14:00,30,3,11:17:00,9,11:23:00,21,11:35:00
04/12/2023,G23531,07:00:00,11:20:00,24,2.4000000000000004,11:22:24,7.199999999999999,11:27:12,16.799999999999997,11:36:48
04/12/2023,G23533,07:30:00,12:12:00,26,2.6,12:14:36,7.8,12:19:48,18.2,12:30:12
04/12/2023,G23535,08:00:00,12:22:00,9,0.9,12:22:54,2.6999999999999997,12:24:42,6.3,12:28:18
04/12/2023,G23537,08:30:00,13:12:00,20,2,13:14:00,6,13:18:00,14,13:26:00
04/12/2023,G23540,09:00:00,13:20:00,58,5.800000000000001,13:25:48,17.4,13:37:24,40.599999999999994,14:00:36
04/12/2023,G23543,09:30:00,14:15:00,13,1.3,14:16:18,3.9,14:18:54,9.1,14:24:06
04/12/2023,G23547,10:30:00,15:09:00,52,5.2,15:14:12,15.6,15:24:36,36.4,15:45:24
04/12/2023,G23550,11:00:00,15:24:00,60,6,15:30:00,18,15:42:00,42,16:06:00
04/12/2023,G23554,11:30:00,16:16:00,58,5.800000000000001,16:21:48,17.4,16:33:24,40.599999999999994,16:56:36
04/12/2023,G23557,12:30:00,17:14:00,4,0.4,17:14:24,1.2,17:15:12,2.8,17:16:48
04/12/2023,G23560,13:00:00,17:23:00,2,0.2,17:23:12,0.6,17:23:36,1.4,17:24:24
04/12/2023,G23563,13:30:00,18:16:00,38,3.8000000000000003,18:19:48,11.4,18:27:24,26.599999999999998,18:42:36
04/12/2023,G23566,14:30:00,19:11:00,3,0.30000000000000004,19:11:18,0.8999999999999999,19:11:54,2.0999999999999996,19:13:06
04/12/2023,G23576,16:30:00,21:14:00,53,5.300000000000001,21:19:18,15.899999999999999,21:29:54,37.099999999999994,21:51:06
04/12/2023,G23579,17:00:00,21:24:00,32,3.2,21:27:12,9.6,21:33:36,22.4,21:46:24
04/12/2023,G23582,17:30:00,22:08:00,50,5,22:13:00,15,22:23:00,35,22:43:00
04/12/2023,G23585,18:00:00,22:20:00,49,4.9,22:24:54,14.7,22:34:42,34.3,22:54:18
04/12/2023,G23588,18:30:00,23:16:00,24,2.4000000000000004,23:18:24,7.199999999999999,23:23:12,16.799999999999997,23:32:48
04/12/2023,G23590,19:00:00,23:24:00,47,4.7,23:28:42,14.1,23:38:06,32.9,23:56:54
04/12/2023,G23531,07:00:00,11:20:00,44,4.4,11:24:24,13.2,11:33:12,30.799999999999997,11:50:48
04/12/2023,G23554,11:30:00,16:16:00,16,1.6,16:17:36,4.8,16:20:48,11.2,16:27:12
05/12/2023,C18051,05:48:00,10:08:00,11,1.1,10:09:06,3.3,10:11:18,7.699999999999999,10:15:42
05/12/2023,C18054,10:45:00,15:11:00,0,0,15:11:00,0,15:11:00,0,15:11:00
05/12/2023,C18057,12:18:00,16:41:00,13,1.3,16:42:18,3.9,16:44:54,9.1,16:50:06
05/12/2023,C18060,14:48:00,19:14:00,7,0.7000000000000001,19:14:42,2.1,19:16:06,4.8999999999999995,19:18:54
05/12/2023,C18063,20:27:00,04:07:00,39,3.9000000000000004,04:10:54,11.7,04:18:42,27.299999999999997,04:34:18
05/12/2023,G23529,06:15:00,11:14:00,32,3.2,11:17:12,9.6,11:23:36,22.4,11:36:24
05/12/2023,G23531,07:00:00,11:20:00,28,2.8000000000000003,11:22:48,8.4,11:28:24,19.599999999999998,11:39:36
05/12/2023,G23533,07:30:00,12:12:00,58,5.800000000000001,12:17:48,17.4,12:29:24,40.599999999999994,12:52:36
05/12/2023,G23535,08:00:00,12:22:00,28,2.8000000000000003,12:24:48,8.4,12:30:24,19.599999999999998,12:41:36
05/12/2023,G23537,08:30:00,13:12:00,46,4.6000000000000005,13:16:36,13.799999999999999,13:25:48,32.199999999999996,13:44:12
05/12/2023,G23540,09:00:00,13:20:00,46,4.6000000000000005,13:24:36,13.799999999999999,13:33:48,32.199999999999996,13:52:12
05/12/2023,G23543,09:30:00,14:15:00,9,0.9,14:15:54,2.6999999999999997,14:17:42,6.3,14:21:18
05/12/2023,G23547,10:30:00,15:09:00,1,0.1,15:09:06,0.3,15:09:18,0.7,15:09:42
05/12/2023,G23550,11:00:00,15:24:00,41,4.1000000000000005,15:28:06,12.299999999999999,15:36:18,28.7,15:52:42
05/12/2023,G23554,11:30:00,16:16:00,14,1.4000000000000001,16:17:24,4.2,16:20:12,9.799999999999999,16:25:48
05/12/2023,G23557,12:30:00,17:14:00,54,5.4,17:19:24,16.2,17:30:12,37.8,17:51:48
05/12/2023,G23560,13:00:00,17:23:00,13,1.3,17:24:18,3.9,17:26:54,9.1,17:32:06
05/12/2023,G23563,13:30:00,18:16:00,21,2.1,18:18:06,6.3,18:22:18,14.7,18:30:42
05/12/2023,G23566,14:30:00,19:11:00,39,3.9000000000000004,19:14:54,11.7,19:22:42,27.299999999999997,19:38:18
05/12/2023,G23576,16:30:00,21:14:00,48,4.800000000000001,21:18:48,14.399999999999999,21:28:24,33.599999999999994,21:47:36
05/12/2023,G23579,17:00:00,21:24:00,12,1.2000000000000002,21:25:12,3.5999999999999996,21:27:36,8.399999999999999,21:32:24
05/12/2023,G23582,17:30:00,22:08:00,44,4.4,22:12:24,13.2,22:21:12,30.799999999999997,22:38:48
05/12/2023,G23585,18:00:00,22:20:00,34,3.4000000000000004,22:23:24,10.2,22:30:12,23.799999999999997,22:43:48
05/12/2023,G23588,18:30:00,23:16:00,10,1,23:17:00,3,23:19:00,7,23:23:00
05/12/2023,G23590,19:00:00,23:24:00,49,4.9,23:28:54,14.7,23:38:42,34.3,23:58:18
06/12/2023,C18051,05:48:00,10:08:00,31,3.1,10:11:06,9.299999999999999,10:17:18,21.7,10:29:42
06/12/2023,C18054,10:45:00,15:11:00,38,3.8000000000000003,15:14:48,11.4,15:22:24,26.599999999999998,15:37:36
06/12/2023,C18057,12:18:00,16:41:00,24,2.4000000000000004,16:43:24,7.199999999999999,16:48:12,16.799999999999997,16:57:48
06/12/2023,C18060,14:48:00,19:14:00,15,1.5,19:15:30,4.5,19:18:30,10.5,19:24:30
06/12/2023,C18063,20:27:00,04:07:00,46,4.6000000000000005,04:11:36,13.799999999999999,04:20:48,32.199999999999996,04:39:12
06/12/2023,G23529,06:15:00,11:14:00,19,1.9000000000000001,11:15:54,5.7,11:19:42,13.299999999999999,11:27:18
06/12/2023,G23531,07:00:00,11:20:00,31,3.1,11:23:06,9.299999999999999,11:29:18,21.7,11:41:42
06/12/2023,G23533,07:30:00,12:12:00,44,4.4,12:16:24,13.2,12:25:12,30.799999999999997,12:42:48
06/12/2023,G23535,08:00:00,12:22:00,11,1.1,12:23:06,3.3,12:25:18,7.699999999999999,12:29:42
06/12/2023,G23537,08:30:00,13:12:00,7,0.7000000000000001,13:12:42,2.1,13:14:06,4.8999999999999995,13:16:54
06/12/2023,G23540,09:00:00,13:20:00,31,3.1,13:23:06,9.299999999999999,13:29:18,21.7,13:41:42
06/12/2023,G23543,09:30:00,14:15:00,24,2.4000000000000004,14:17:24,7.199999999999999,14:22:12,16.799999999999997,14:31:48
06/12/2023,G23547,10:30:00,15:09:00,25,2.5,15:11:30,7.5,15:16:30,17.5,15:26:30
06/12/2023,G23550,11:00:00,15:24:00,26,2.6,15:26:36,7.8,15:31:48,18.2,15:42:12
06/12/2023,G23554,11:30:00,16:16:00,21,2.1,16:18:06,6.3,16:22:18,14.7,16:30:42
06/12/2023,G23557,12:30:00,17:14:00,55,5.5,17:19:30,16.5,17:30:30,38.5,17:52:30
06/12/2023,G23560,13:00:00,17:23:00,54,5.4,17:28:24,16.2,17:39:12,37.8,18:00:48
06/12/2023,G23563,13:30:00,18:16:00,60,6,18:22:00,18,18:34:00,42,18:58:00
06/12/2023,G23566,14:30:00,19:11:00,48,4.800000000000001,19:15:48,14.399999999999999,19:25:24,33.599999999999994,19:44:36
06/12/2023,G23576,16:30:00,21:14:00,42,4.2,21:18:12,12.6,21:26:36,29.4,21:43:24
06/12/2023,G23579,17:00:00,21:24:00,15,1.5,21:25:30,4.5,21:28:30,10.5,21:34:30
06/12/2023,G23582,17:30:00,22:08:00,11,1.1,22:09:06,3.3,22:11:18,7.699999999999999,22:15:42
06/12/2023,G23585,18:00:00,22:20:00,55,5.5,22:25:30,16.5,22:36:30,38.5,22:58:30
06/12/2023,G23588,18:30:00,23:16:00,8,0.8,23:16:48,2.4,23:18:24,5.6,23:21:36
06/12/2023,G23590,19:00:00,23:24:00,17,1.7000000000000002,23:25:42,5.1,23:29:06,11.899999999999999,23:35:54
07/12/2023,C18051,05:48:00,10:08:00,40,4,10:12:00,12,10:20:00,28,10:36:00
07/12/2023,C18054,10:45:00,15:11:00,38,3.8000000000000003,15:14:48,11.4,15:22:24,26.599999999999998,15:37:36
07/12/2023,C18057,12:18:00,16:41:00,43,4.3,16:45:18,12.9,16:53:54,30.099999999999998,17:11:06
07/12/2023,C18060,14:48:00,19:14:00,56,5.6000000000000005,19:19:36,16.8,19:30:48,39.199999999999996,19:53:12
07/12/2023,C18063,20:27:00,04:07:00,49,4.9,04:11:54,14.7,04:21:42,34.3,04:41:18
07/12/2023,G23529,06:15:00,11:14:00,22,2.2,11:16:12,6.6,11:20:36,15.399999999999999,11:29:24
07/12/2023,G23531,07:00:00,11:20:00,46,4.6000000000000005,11:24:36,13.799999999999999,11:33:48,32.199999999999996,11:52:12
07/12/2023,G23533,07:30:00,12:12:00,23,2.3000000000000003,12:14:18,6.8999999999999995,12:18:54,16.099999999999998,12:28:06
07/12/2023,G23535,08:00:00,12:22:00,48,4.800000000000001,12:26:48,14.399999999999999,12:36:24,33.599999999999994,12:55:36
07/12/2023,G23537,08:30:00,13:12:00,26,2.6,13:14:36,7.8,13:19:48,18.2,13:30:12
07/12/2023,G23540,09:00:00,13:20:00,12,1.2000000000000002,13:21:12,3.5999999999999996,13:23:36,8.399999999999999,13:28:24
07/12/2023,G23543,09:30:00,14:15:00,55,5.5,14:20:30,16.5,14:31:30,38.5,14:53:30
07/12/2023,G23547,10:30:00,15:09:00,32,3.2,15:12:12,9.6,15:18:36,22.4,15:31:24
07/12/2023,G23550,11:00:00,15:24:00,4,0.4,15:24:24,1.2,15:25:12,2.8,15:26:48
07/12/2023,G23554,11:30:00,16:16:00,27,2.7,16:18:42,8.1,16:24:06,18.9,16:34:54
07/12/2023,G23557,12:30:00,17:14:00,46,4.6000000000000005,17:18:36,13.799999999999999,17:27:48,32.199999999999996,17:46:12
07/12/2023,G23560,13:00:00,17:23:00,46,4.6000000000000005,17:27:36,13.799999999999999,17:36:48,32.199999999999996,17:55:12
07/12/2023,G23563,13:30:00,18:16:00,2,0.2,18:16:12,0.6,18:16:36,1.4,18:17:24
07/12/2023,G23566,14:30:00,19:11:00,57,5.7,19:16:42,17.099999999999998,19:28:06,39.9,19:50:54
07/12/2023,G23576,16:30:00,21:14:00,20,2,21:16:00,6,21:20:00,14,21:28:00
07/12/2023,G23579,17:00:00,21:24:00,60,6,21:30:00,18,21:42:00,42,22:06:00
07/12/2023,G23582,17:30:00,22:08:00,33,3.3000000000000003,22:11:18,9.9,22:17:54,23.099999999999998,22:31:06
07/12/2023,G23585,18:00:00,22:20:00,28,2.8000000000000003,22:22:48,8.4,22:28:24,19.599999999999998,22:39:36
07/12/2023,G23588,18:30:00,23:16:00,34,3.4000000000000004,23:19:24,10.2,23:26:12,23.799999999999997,23:39:48
07/12/2023,G23590,19:00:00,23:24:00,56,5.6000000000000005,23:29:36,16.8,23:40:48,39.199999999999996,00:03:12
08/12/2023,C18051,05:48:00,10:08:00,20,2,10:10:00,6,10:14:00,14,10:22:00
08/12/2023,C18054,10:45:00,15:11:00,15,1.5,15:12:30,4.5,15:15:30,10.5,15:21:30
08/12/2023,C18057,12:18:00,16:41:00,29,2.9000000000000004,16:43:54,8.7,16:49:42,20.299999999999997,17:01:18
08/12/2023,C18060,14:48:00,19:14:00,24,2.4000000000000004,19:16:24,7.199999999999999,19:21:12,16.799999999999997,19:30:48
08/12/2023,C18063,20:27:00,04:07:00,14,1.4000000000000001,04:08:24,4.2,04:11:12,9.799999999999999,04:16:48
08/12/2023,G23529,06:15:00,11:14:00,11,1.1,11:15:06,3.3,11:17:18,7.699999999999999,11:21:42
08/12/2023,G23531,07:00:00,11:20:00,47,4.7,11:24:42,14.1,11:34:06,32.9,11:52:54
08/12/2023,G23533,07:30:00,12:12:00,42,4.2,12:16:12,12.6,12:24:36,29.4,12:41:24
08/12/2023,G23535,08:00:00,12:22:00,33,3.3000000000000003,12:25:18,9.9,12:31:54,23.099999999999998,12:45:06
08/12/2023,G23537,08:30:00,13:12:00,33,3.3000000000000003,13:15:18,9.9,13:21:54,23.099999999999998,13:35:06
08/12/2023,G23540,09:00:00,13:20:00,9,0.9,13:20:54,2.6999999999999997,13:22:42,6.3,13:26:18
08/12/2023,G23543,09:30:00,14:15:00,47,4.7,14:19:42,14.1,14:29:06,32.9,14:47:54
08/12/2023,G23547,10:30:00,15:09:00,11,1.1,15:10:06,3.3,15:12:18,7.699999999999999,15:16:42
08/12/2023,G23550,11:00:00,15:24:00,17,1.7000000000000002,15:25:42,5.1,15:29:06,11.899999999999999,15:35:54
08/12/2023,G23554,11:30:00,16:16:00,21,2.1,16:18:06,6.3,16:22:18,14.7,16:30:42
08/12/2023,G23557,12:30:00,17:14:00,34,3.4000000000000004,17:17:24,10.2,17:24:12,23.799999999999997,17:37:48
08/12/2023,G23560,13:00:00,17:23:00,8,0.8,17:23:48,2.4,17:25:24,5.6,17:28:36
08/12/2023,G23563,13:30:00,18:16:00,40,4,18:20:00,12,18:28:00,28,18:44:00
08/12/2023,G23566,14:30:00,19:11:00,53,5.300000000000001,19:16:18,15.899999999999999,19:26:54,37.099999999999994,19:48:06
08/12/2023,G23576,16:30:00,21:14:00,36,3.6,21:17:36,10.799999999999999,21:24:48,25.2,21:39:12
08/12/2023,G23579,17:00:00,21:24:00,41,4.1000000000000005,21:28:06,12.299999999999999,21:36:18,28.7,21:52:42
08/12/2023,G23582,17:30:00,22:08:00,41,4.1000000000000005,22:12:06,12.299999999999999,22:20:18,28.7,22:36:42
08/12/2023,G23585,18:00:00,22:20:00,5,0.5,22:20:30,1.5,22:21:30,3.5,22:23:30
08/12/2023,G23588,18:30:00,23:16:00,12,1.2000000000000002,23:17:12,3.5999999999999996,23:19:36,8.399999999999999,23:24:24
08/12/2023,G23590,19:00:00,23:24:00,25,2.5,23:26:30,7.5,23:31:30,17.5,23:41:30
08/12/2023,G23592,19:30:00,02:00:00,19,1.9000000000000001,02:01:54,5.7,02:05:42,13.299999999999999,02:13:18
09/12/2023,C18052,05:45:00,10:07:00,58,5.800000000000001,10:12:48,17.4,10:24:24,40.599999999999994,10:47:36
09/12/2023,C18055,10:25:00,14:42:00,49,4.9,14:46:54,14.7,14:56:42,34.3,15:16:18
09/12/2023,C18058,12:18:00,16:41:00,14,1.4000000000000001,16:42:24,4.2,16:45:12,9.799999999999999,16:50:48
09/12/2023,C18061,15:48:00,20:15:00,13,1.3,20:16:18,3.9,20:18:54,9.1,20:24:06
09/12/2023,C18064,18:27:00,22:58:00,59,5.9,23:03:54,17.7,23:15:42,41.3,23:39:18
09/12/2023,G23530,06:15:00,11:09:00,20,2,11:11:00,6,11:15:00,14,11:23:00
09/12/2023,G23532,07:00:00,11:28:00,34,3.4000000000000004,11:31:24,10.2,11:38:12,23.799999999999997,11:51:48
09/12/2023,G23534,07:30:00,12:13:00,0,0,12:13:00,0,12:13:00,0,12:13:00
09/12/2023,G23536,08:00:00,12:26:00,31,3.1,12:29:06,9.299999999999999,12:35:18,21.7,12:47:42
09/12/2023,G23538,08:30:00,13:11:00,22,2.2,13:13:12,6.6,13:17:36,15.399999999999999,13:26:24
09/12/2023,G23541,09:00:00,13:27:00,29,2.9000000000000004,13:29:54,8.7,13:35:42,20.299999999999997,13:47:18
09/12/2023,G23544,09:30:00,14:11:00,47,4.7,14:15:42,14.1,14:25:06,32.9,14:43:54
09/12/2023,G23548,10:30:00,15:11:00,23,2.3000000000000003,15:13:18,6.8999999999999995,15:17:54,16.099999999999998,15:27:06
09/12/2023,G23551,11:00:00,15:27:00,28,2.8000000000000003,15:29:48,8.4,15:35:24,19.599999999999998,15:46:36
09/12/2023,G23556,11:30:00,16:14:00,36,3.6,16:17:36,10.799999999999999,16:24:48,25.2,16:39:12
09/12/2023,G23558,12:30:00,17:10:00,13,1.3,17:11:18,3.9,17:13:54,9.1,17:19:06
09/12/2023,G23561,13:00:00,17:27:00,41,4.1000000000000005,17:31:06,12.299999999999999,17:39:18,28.7,17:55:42
09/12/2023,G23565,13:30:00,18:13:00,5,0.5,18:13:30,1.5,18:14:30,3.5,18:16:30
09/12/2023,G23567,14:30:00,19:11:00,8,0.8,19:11:48,2.4,19:13:24,5.6,19:16:36
09/12/2023,G23569,15:00:00,19:29:00,3,0.30000000000000004,19:29:18,0.8999999999999999,19:29:54,2.0999999999999996,19:31:06
09/12/2023,G23572,15:30:00,20:13:00,53,5.300000000000001,20:18:18,15.899999999999999,20:28:54,37.099999999999994,20:50:06
09/12/2023,G23575,16:00:00,20:25:00,7,0.7000000000000001,20:25:42,2.1,20:27:06,4.8999999999999995,20:29:54
09/12/2023,G23577,16:30:00,21:14:00,42,4.2,21:18:12,12.6,21:26:36,29.4,21:43:24
09/12/2023,G23580,17:00:00,21:23:00,45,4.5,21:27:30,13.5,21:36:30,31.499999999999996,21:54:30
09/12/2023,G23583,17:30:00,21:59:00,3,0.30000000000000004,21:59:18,0.8999999999999999,21:59:54,2.0999999999999996,22:01:06
09/12/2023,G23586,18:00:00,22:38:00,60,6,22:44:00,18,22:56:00,42,23:20:00
09/12/2023,C18061,15:48:00,20:15:00,31,3.1,20:18:06,9.299999999999999,20:24:18,21.7,20:36:42
09/12/2023,G23530,06:15:00,11:09:00,4,0.4,11:09:24,1.2,11:10:12,2.8,11:11:48
09/12/2023,G23532,07:00:00,11:28:00,55,5.5,11:33:30,16.5,11:44:30,38.5,12:06:30
09/12/2023,G23544,09:30:00,14:11:00,24,2.4000000000000004,14:13:24,7.199999999999999,14:18:12,16.799999999999997,14:27:48
09/12/2023,G23565,13:30:00,18:13:00,49,4.9,18:17:54,14.7,18:27:42,34.3,18:47:18
10/12/2023,C11450,08:52:00,13:13:00,37,3.7,13:16:42,11.1,13:24:06,25.9,13:38:54
10/12/2023,C11453,10:23:00,14:41:00,7,0.7000000000000001,14:41:42,2.1,14:43:06,4.8999999999999995,14:45:54
10/12/2023,C11456,12:13:00,16:36:00,40,4,16:40:00,12,16:48:00,28,17:04:00
10/12/2023,C11459,16:24:00,20:47:00,20,2,20:49:00,6,20:53:00,14,21:01:00
10/12/2023,C11462,19:24:00,23:35:00,57,5.7,23:40:42,17.099999999999998,23:52:06,39.9,00:14:54
10/12/2023,C28826,10:03:00,14:35:00,11,1.1,14:36:06,3.3,14:38:18,7.699999999999999,14:42:42
10/12/2023,C28827,18:30:00,23:12:00,21,2.1,23:14:06,6.3,23:18:18,14.7,23:26:42
10/12/2023,C28830,11:22:00,15:59:00,10,1,16:00:00,3,16:02:00,7,16:06:00
10/12/2023,C28830,11:22:00,15:59:00,14,1.4000000000000001,16:00:24,4.2,16:03:12,9.799999999999999,16:08:48
10/12/2023,C28831,11:00:00,15:18:00,3,0.30000000000000004,15:18:18,0.8999999999999999,15:18:54,2.0999999999999996,15:20:06
10/12/2023,C28832,15:00:00,19:18:00,18,1.8,19:19:48,5.3999999999999995,19:23:24,12.6,19:30:36
10/12/2023,C28833,12:30:00,17:09:00,40,4,17:13:00,12,17:21:00,28,17:37:00
10/12/2023,C28838,14:30:00,19:09:00,49,4.9,19:13:54,14.7,19:23:42,34.3,19:43:18
10/12/2023,C28838,14:30:00,19:09:00,55,5.5,19:14:30,16.5,19:25:30,38.5,19:47:30
10/12/2023,C28842,10:30:00,15:10:00,18,1.8,15:11:48,5.3999999999999995,15:15:24,12.6,15:22:36
10/12/2023,C28850,11:30:00,16:09:00,21,2.1,16:11:06,6.3,16:15:18,14.7,16:23:42
