date_of_service,scheduled_dept,scheduled_arr,day_of_week,tempmax,tempmin,precip,snow,windspeed,low,medium,high,prob_not_late,prob_late,predicted delay
2023-12-03,1300,1721,7,1.9,-2.0,0.9,1.2,7.8,1,1,1,0.4969217115602079,0.5030782884397921,x>0
2023-12-03,1330,1809,7,1.9,-2.0,0.9,1.2,7.8,1,1,1,0.4969217115602079,0.5030782884397921,x>0
2023-12-03,1430,1909,7,1.9,-2.0,0.9,1.2,7.8,1,1,1,0.496036737387968,0.5039632626120321,x>0
2023-12-03,1500,1918,7,1.9,-2.0,0.9,1.2,7.8,1,1,1,0.4948406502313167,0.5051593497686834,x>0
2023-12-03,1530,2012,7,1.9,-2.0,0.9,1.2,7.8,1,1,1,0.4972399350443902,0.5027600649556099,x>0
2023-12-03,1600,2017,7,1.9,-2.0,0.9,1.2,7.8,1,1,1,0.4972399350443902,0.5027600649556099,x>0
2023-12-03,1700,2119,7,1.9,-2.0,0.9,1.2,7.8,1,1,1,0.4956932321679692,0.5043067678320308,x>0
2023-12-03,1730,2215,7,1.9,-2.0,0.9,1.2,7.8,1,1,1,0.49740463751679026,0.5025953624832097,x>0
2023-12-03,1800,2227,7,1.9,-2.0,0.9,1.2,7.8,1,1,1,0.49740463751679026,0.5025953624832097,x>0
2023-12-03,1830,2312,7,1.9,-2.0,0.9,1.2,7.8,1,1,1,0.49740463751679026,0.5025953624832097,x>0
2023-12-03,1900,2331,7,1.9,-2.0,0.9,1.2,7.8,1,1,1,0.4957570127324038,0.5042429872675962,x>0
2023-12-04,548,1008,1,6.0,1.0,10.7,0.1,38.5,1,1,1,0.4999679759206915,0.5000320240793085,x>0
2023-12-04,1045,1511,1,6.0,1.0,10.7,0.1,38.5,1,1,1,0.5017206007590148,0.49827939924098513,x<=0
2023-12-04,1218,1641,1,6.0,1.0,10.7,0.1,38.5,1,1,1,0.5008291612442283,0.4991708387557717,x<=0
2023-12-04,1448,1914,1,6.0,1.0,10.7,0.1,38.5,1,1,1,0.5000482706462996,0.49995172935370047,x<=0
2023-12-04,2027,47,1,6.0,1.0,10.7,0.1,38.5,0,0,0,0.5056260381383781,0.49437396186162186,x<=0
2023-12-04,615,1114,1,6.0,1.0,10.7,0.1,38.5,0,0,0,0.5051701839507012,0.4948298160492987,x<=0
2023-12-04,700,1120,1,6.0,1.0,10.7,0.1,38.5,0,0,0,0.5040836706659687,0.49591632933403124,x<=0
2023-12-04,730,1212,1,6.0,1.0,10.7,0.1,38.5,0,0,0,0.5040836706659687,0.49591632933403124,x<=0
2023-12-04,800,1222,1,6.0,1.0,10.7,0.1,38.5,0,0,0,0.5040836706659687,0.49591632933403124,x<=0
2023-12-04,830,1312,1,6.0,1.0,10.7,0.1,38.5,0,0,0,0.5040836706659687,0.49591632933403124,x<=0
2023-12-04,900,1320,1,6.0,1.0,10.7,0.1,38.5,0,1,1,0.5026228592555099,0.4973771407444902,x<=0
2023-12-04,930,1415,1,6.0,1.0,10.7,0.1,38.5,0,1,1,0.5026228592555099,0.4973771407444902,x<=0
2023-12-04,1030,1509,1,6.0,1.0,10.7,0.1,38.5,0,1,1,0.5026228592555099,0.4973771407444902,x<=0
2023-12-04,1100,1524,1,6.0,1.0,10.7,0.1,38.5,1,1,1,0.5017206007590148,0.49827939924098513,x<=0
2023-12-04,1130,1616,1,6.0,1.0,10.7,0.1,38.5,0,1,1,0.5022226815244809,0.49777731847551904,x<=0
2023-12-04,1230,1714,1,6.0,1.0,10.7,0.1,38.5,0,1,1,0.5027408579328176,0.49725914206718236,x<=0
2023-12-04,1300,1723,1,6.0,1.0,10.7,0.1,38.5,0,1,1,0.5027408579328176,0.49725914206718236,x<=0
2023-12-04,1330,1816,1,6.0,1.0,10.7,0.1,38.5,0,1,1,0.5027408579328176,0.49725914206718236,x<=0
2023-12-04,1430,1911,1,6.0,1.0,10.7,0.1,38.5,0,1,1,0.5018558585785742,0.4981441414214258,x<=0
2023-12-04,1630,2114,1,6.0,1.0,10.7,0.1,38.5,0,1,1,0.5030590815592737,0.49694091844072635,x<=0
2023-12-04,1700,2124,1,6.0,1.0,10.7,0.1,38.5,1,1,1,0.501512333760712,0.498487666239288,x<=0
2023-12-04,1730,2208,1,6.0,1.0,10.7,0.1,38.5,0,0,1,0.5032237822538613,0.4967762177461386,x<=0
2023-12-04,1800,2220,1,6.0,1.0,10.7,0.1,38.5,0,0,1,0.5032237822538613,0.4967762177461386,x<=0
2023-12-04,1830,2316,1,6.0,1.0,10.7,0.1,38.5,0,0,1,0.5032237822538613,0.4967762177461386,x<=0
2023-12-04,1900,2324,1,6.0,1.0,10.7,0.1,38.5,1,1,1,0.49989963389345143,0.5001003661065485,x>0
2023-12-04,700,1120,1,6.0,1.0,10.7,0.1,38.5,0,0,0,0.5040836706659687,0.49591632933403124,x<=0
2023-12-04,1130,1616,1,6.0,1.0,10.7,0.1,38.5,0,1,1,0.5022226815244809,0.49777731847551904,x<=0
2023-12-05,548,1008,2,6.0,-2.0,1.5,0.0,20.9,1,1,1,0.5006771673697813,0.4993228326302187,x<=0
2023-12-05,1045,1511,2,6.0,-2.0,1.5,0.0,20.9,0,1,1,0.5024297802869734,0.4975702197130267,x<=0
2023-12-05,1218,1641,2,6.0,-2.0,1.5,0.0,20.9,1,1,1,0.5015383490133948,0.49846165098660516,x<=0
2023-12-05,1448,1914,2,6.0,-2.0,1.5,0.0,20.9,1,1,1,0.500757461930151,0.4992425380698489,x<=0
2023-12-05,2027,47,2,6.0,-2.0,1.5,0.0,20.9,0,0,0,0.5063351284188776,0.49366487158112243,x<=0
2023-12-05,615,1114,2,6.0,-2.0,1.5,0.0,20.9,0,0,0,0.505879289109094,0.4941207108909061,x<=0
2023-12-05,700,1120,2,6.0,-2.0,1.5,0.0,20.9,0,0,0,0.5047928065316755,0.4952071934683246,x<=0
2023-12-05,730,1212,2,6.0,-2.0,1.5,0.0,20.9,0,0,0,0.5047928065316755,0.4952071934683246,x<=0
2023-12-05,800,1222,2,6.0,-2.0,1.5,0.0,20.9,0,0,0,0.5047928065316755,0.4952071934683246,x<=0
2023-12-05,830,1312,2,6.0,-2.0,1.5,0.0,20.9,0,0,0,0.5047928065316755,0.4952071934683246,x<=0
2023-12-05,900,1320,2,6.0,-2.0,1.5,0.0,20.9,0,0,1,0.5033320258513548,0.4966679741486452,x<=0
2023-12-05,930,1415,2,6.0,-2.0,1.5,0.0,20.9,0,0,1,0.5033320258513548,0.4966679741486452,x<=0
2023-12-05,1030,1509,2,6.0,-2.0,1.5,0.0,20.9,0,0,1,0.5033320258513548,0.4966679741486452,x<=0
2023-12-05,1100,1524,2,6.0,-2.0,1.5,0.0,20.9,0,1,1,0.5024297802869734,0.4975702197130267,x<=0
2023-12-05,1130,1616,2,6.0,-2.0,1.5,0.0,20.9,0,1,1,0.5029318544260477,0.49706814557395224,x<=0
2023-12-05,1230,1714,2,6.0,-2.0,1.5,0.0,20.9,0,0,1,0.5034500224958742,0.4965499775041258,x<=0
2023-12-05,1300,1723,2,6.0,-2.0,1.5,0.0,20.9,0,0,1,0.5034500224958742,0.4965499775041258,x<=0
2023-12-05,1330,1816,2,6.0,-2.0,1.5,0.0,20.9,0,0,1,0.5034500224958742,0.4965499775041258,x<=0
2023-12-05,1430,1911,2,6.0,-2.0,1.5,0.0,20.9,0,1,1,0.5025650364621643,0.4974349635378357,x<=0
2023-12-05,1630,2114,2,6.0,-2.0,1.5,0.0,20.9,0,0,1,0.503768240246445,0.4962317597535551,x<=0
2023-12-05,1700,2124,2,6.0,-2.0,1.5,0.0,20.9,0,1,1,0.5022215156176799,0.49777848438232014,x<=0
2023-12-05,1730,2208,2,6.0,-2.0,1.5,0.0,20.9,0,0,1,0.5039329376742689,0.49606706232573106,x<=0
2023-12-05,1800,2220,2,6.0,-2.0,1.5,0.0,20.9,0,0,1,0.5039329376742689,0.49606706232573106,x<=0
2023-12-05,1830,2316,2,6.0,-2.0,1.5,0.0,20.9,0,0,1,0.5039329376742689,0.49606706232573106,x<=0
2023-12-05,1900,2324,2,6.0,-2.0,1.5,0.0,20.9,1,1,1,0.5006088254543659,0.49939117454563403,x<=0
2023-12-06,548,1008,3,2.3,-4.9,0.1,0.0,19.1,0,1,1,0.5023758056836343,0.4976241943163657,x<=0
2023-12-06,1045,1511,3,2.3,-4.9,0.1,0.0,19.1,0,0,0,0.5041283613754193,0.4958716386245808,x<=0
2023-12-06,1218,1641,3,2.3,-4.9,0.1,0.0,19.1,0,0,1,0.5032369644242721,0.4967630355757279,x<=0
2023-12-06,1448,1914,3,2.3,-4.9,0.1,0.0,19.1,0,1,1,0.5024560985345986,0.49754390146540134,x<=0
2023-12-06,2027,47,3,2.3,-4.9,0.1,0.0,19.1,0,0,0,0.5080334318677828,0.4919665681322172,x<=0
2023-12-06,615,1114,3,2.3,-4.9,0.1,0.0,19.1,0,0,0,0.507577635647375,0.492422364352625,x<=0
2023-12-06,700,1120,3,2.3,-4.9,0.1,0.0,19.1,0,0,0,0.5064912443882,0.4935087556118,x<=0
2023-12-06,730,1212,3,2.3,-4.9,0.1,0.0,19.1,0,0,0,0.5064912443882,0.4935087556118,x<=0
2023-12-06,800,1222,3,2.3,-4.9,0.1,0.0,19.1,0,0,0,0.5064912443882,0.4935087556118,x<=0
2023-12-06,830,1312,3,2.3,-4.9,0.1,0.0,19.1,0,0,0,0.5064912443882,0.4935087556118,x<=0
2023-12-06,900,1320,3,2.3,-4.9,0.1,0.0,19.1,0,0,0,0.5050305612057155,0.4949694387942844,x<=0
2023-12-06,930,1415,3,2.3,-4.9,0.1,0.0,19.1,0,0,0,0.5050305612057155,0.4949694387942844,x<=0
2023-12-06,1030,1509,3,2.3,-4.9,0.1,0.0,19.1,0,0,0,0.5050305612057155,0.4949694387942844,x<=0
2023-12-06,1100,1524,3,2.3,-4.9,0.1,0.0,19.1,0,0,0,0.5041283613754193,0.4958716386245808,x<=0
2023-12-06,1130,1616,3,2.3,-4.9,0.1,0.0,19.1,0,0,0,0.5046304114298137,0.4953695885701863,x<=0
2023-12-06,1230,1714,3,2.3,-4.9,0.1,0.0,19.1,0,0,0,0.5051485510511743,0.49485144894882577,x<=0
2023-12-06,1300,1723,3,2.3,-4.9,0.1,0.0,19.1,0,0,0,0.5051485510511743,0.49485144894882577,x<=0
2023-12-06,1330,1816,3,2.3,-4.9,0.1,0.0,19.1,0,0,0,0.5051485510511743,0.49485144894882577,x<=0
2023-12-06,1430,1911,3,2.3,-4.9,0.1,0.0,19.1,0,0,0,0.5042636113994099,0.49573638860059016,x<=0
2023-12-06,1630,2114,3,2.3,-4.9,0.1,0.0,19.1,0,0,0,0.505466749522697,0.4945332504773031,x<=0
2023-12-06,1700,2124,3,2.3,-4.9,0.1,0.0,19.1,0,0,1,0.5039201056915391,0.49607989430846094,x<=0
2023-12-06,1730,2208,3,2.3,-4.9,0.1,0.0,19.1,0,0,0,0.5056314364320572,0.4943685635679429,x<=0
2023-12-06,1800,2220,3,2.3,-4.9,0.1,0.0,19.1,0,0,0,0.5056314364320572,0.4943685635679429,x<=0
2023-12-06,1830,2316,3,2.3,-4.9,0.1,0.0,19.1,0,0,0,0.5056314364320572,0.4943685635679429,x<=0
2023-12-06,1900,2324,3,2.3,-4.9,0.1,0.0,19.1,0,1,1,0.5023074651541439,0.4976925348458561,x<=0
2023-12-07,548,1008,4,4.3,1.6,4.7,0.0,34.2,1,1,1,0.5007586929903599,0.49924130700964003,x<=0
2023-12-07,1045,1511,4,4.3,1.6,4.7,0.0,34.2,0,1,1,0.502511304085237,0.49748869591476297,x<=0
2023-12-07,1218,1641,4,4.3,1.6,4.7,0.0,34.2,1,1,1,0.5016198739888862,0.4983801260111138,x<=0
2023-12-07,1448,1914,4,4.3,1.6,4.7,0.0,34.2,1,1,1,0.5008389875110302,0.4991610124889697,x<=0
2023-12-07,2027,47,4,4.3,1.6,4.7,0.0,34.2,0,0,0,0.5064166409508228,0.49358335904917716,x<=0
2023-12-07,615,1114,4,4.3,1.6,4.7,0.0,34.2,0,0,0,0.5059608034688335,0.4940391965311665,x<=0
2023-12-07,700,1120,4,4.3,1.6,4.7,0.0,34.2,0,0,0,0.5048743247014711,0.49512567529852897,x<=0
2023-12-07,730,1212,4,4.3,1.6,4.7,0.0,34.2,0,0,0,0.5048743247014711,0.49512567529852897,x<=0
2023-12-07,800,1222,4,4.3,1.6,4.7,0.0,34.2,0,0,0,0.5048743247014711,0.49512567529852897,x<=0
2023-12-07,830,1312,4,4.3,1.6,4.7,0.0,34.2,0,0,0,0.5048743247014711,0.49512567529852897,x<=0
2023-12-07,900,1320,4,4.3,1.6,4.7,0.0,34.2,0,0,1,0.5034135479303659,0.49658645206963414,x<=0
2023-12-07,930,1415,4,4.3,1.6,4.7,0.0,34.2,0,0,1,0.5034135479303659,0.49658645206963414,x<=0
2023-12-07,1030,1509,4,4.3,1.6,4.7,0.0,34.2,0,0,1,0.5034135479303659,0.49658645206963414,x<=0
2023-12-07,1100,1524,4,4.3,1.6,4.7,0.0,34.2,0,1,1,0.502511304085237,0.49748869591476297,x<=0
2023-12-07,1130,1616,4,4.3,1.6,4.7,0.0,34.2,0,1,1,0.503013377333115,0.496986622666885,x<=0
2023-12-07,1230,1714,4,4.3,1.6,4.7,0.0,34.2,0,0,1,0.5035315443107817,0.4964684556892182,x<=0
2023-12-07,1300,1723,4,4.3,1.6,4.7,0.0,34.2,0,0,1,0.5035315443107817,0.4964684556892182,x<=0
2023-12-07,1330,1816,4,4.3,1.6,4.7,0.0,34.2,0,0,1,0.5035315443107817,0.4964684556892182,x<=0
2023-12-07,1430,1911,4,4.3,1.6,4.7,0.0,34.2,0,1,1,0.5026465600365237,0.49735343996347625,x<=0
2023-12-07,1630,2114,4,4.3,1.6,4.7,0.0,34.2,0,0,1,0.5038497613038415,0.49615023869615854,x<=0
2023-12-07,1700,2124,4,4.3,1.6,4.7,0.0,34.2,0,1,1,0.5023030397373763,0.4976969602626236,x<=0
2023-12-07,1730,2208,4,4.3,1.6,4.7,0.0,34.2,0,0,0,0.5040144583136701,0.4959855416863299,x<=0
2023-12-07,1800,2220,4,4.3,1.6,4.7,0.0,34.2,0,0,0,0.5040144583136701,0.4959855416863299,x<=0
2023-12-07,1830,2316,4,4.3,1.6,4.7,0.0,34.2,0,0,0,0.5040144583136701,0.4959855416863299,x<=0
2023-12-07,1900,2324,4,4.3,1.6,4.7,0.0,34.2,1,1,1,0.5006903511054218,0.49930964889457824,x<=0
2023-12-08,548,1008,5,9.2,4.4,4.1,0.0,38.9,1,1,1,0.5007586929903599,0.49924130700964003,x<=0
2023-12-08,1045,1511,5,9.2,4.4,4.1,0.0,38.9,0,1,1,0.502511304085237,0.49748869591476297,x<=0
2023-12-08,1218,1641,5,9.2,4.4,4.1,0.0,38.9,1,1,1,0.5016198739888862,0.4983801260111138,x<=0
2023-12-08,1448,1914,5,9.2,4.4,4.1,0.0,38.9,1,1,1,0.5008389875110302,0.4991610124889697,x<=0
2023-12-08,2027,47,5,9.2,4.4,4.1,0.0,38.9,0,0,0,0.5064166409508228,0.49358335904917716,x<=0
2023-12-08,615,1114,5,9.2,4.4,4.1,0.0,38.9,0,0,0,0.5059608034688335,0.4940391965311665,x<=0
2023-12-08,700,1120,5,9.2,4.4,4.1,0.0,38.9,0,0,0,0.5048743247014711,0.49512567529852897,x<=0
2023-12-08,730,1212,5,9.2,4.4,4.1,0.0,38.9,0,0,0,0.5048743247014711,0.49512567529852897,x<=0
2023-12-08,800,1222,5,9.2,4.4,4.1,0.0,38.9,0,0,0,0.5048743247014711,0.49512567529852897,x<=0
2023-12-08,830,1312,5,9.2,4.4,4.1,0.0,38.9,0,0,0,0.5048743247014711,0.49512567529852897,x<=0
2023-12-08,900,1320,5,9.2,4.4,4.1,0.0,38.9,0,0,1,0.5034135479303659,0.49658645206963414,x<=0
2023-12-08,930,1415,5,9.2,4.4,4.1,0.0,38.9,0,0,1,0.5034135479303659,0.49658645206963414,x<=0
2023-12-08,1030,1509,5,9.2,4.4,4.1,0.0,38.9,0,0,1,0.5034135479303659,0.49658645206963414,x<=0
2023-12-08,1100,1524,5,9.2,4.4,4.1,0.0,38.9,0,1,1,0.502511304085237,0.49748869591476297,x<=0
2023-12-08,1130,1616,5,9.2,4.4,4.1,0.0,38.9,0,1,1,0.503013377333115,0.496986622666885,x<=0
2023-12-08,1230,1714,5,9.2,4.4,4.1,0.0,38.9,0,0,1,0.5035315443107817,0.4964684556892182,x<=0
2023-12-08,1300,1723,5,9.2,4.4,4.1,0.0,38.9,0,0,1,0.5035315443107817,0.4964684556892182,x<=0
2023-12-08,1330,1816,5,9.2,4.4,4.1,0.0,38.9,0,0,1,0.5035315443107817,0.4964684556892182,x<=0
2023-12-08,1430,1911,5,9.2,4.4,4.1,0.0,38.9,0,1,1,0.5026465600365237,0.49735343996347625,x<=0
2023-12-08,1630,2114,5,9.2,4.4,4.1,0.0,38.9,0,0,1,0.5038497613038415,0.49615023869615854,x<=0
2023-12-08,1700,2124,5,9.2,4.4,4.1,0.0,38.9,0,1,1,0.5023030397373763,0.4976969602626236,x<=0
2023-12-08,1730,2208,5,9.2,4.4,4.1,0.0,38.9,0,0,0,0.5040144583136701,0.4959855416863299,x<=0
2023-12-08,1800,2220,5,9.2,4.4,4.1,0.0,38.9,0,0,0,0.5040144583136701,0.4959855416863299,x<=0
2023-12-08,1830,2316,5,9.2,4.4,4.1,0.0,38.9,0,0,0,0.5040144583136701,0.4959855416863299,x<=0
2023-12-08,1900,2324,5,9.2,4.4,4.1,0.0,38.9,1,1,1,0.5006903511054218,0.49930964889457824,x<=0
2023-12-08,1930,20,5,9.2,4.4,4.1,0.0,38.9,0,1,1,0.5025472221134168,0.49745277788658315,x<=0
2023-12-09,545,1007,6,9.4,6.7,3.2,0.0,41.4,0,1,1,0.5027028220369784,0.49729717796302164,x<=0
2023-12-09,1025,1442,6,9.4,6.7,3.2,0.0,41.4,0,0,1,0.5034135479303659,0.49658645206963414,x<=0
2023-12-09,1218,1641,6,9.4,6.7,3.2,0.0,41.4,1,1,1,0.5016198739888862,0.4983801260111138,x<=0
2023-12-09,1548,2015,6,9.4,6.7,3.2,0.0,41.4,0,0,1,0.5038497613038415,0.49615023869615854,x<=0
2023-12-09,1827,2258,6,9.4,6.7,3.2,0.0,41.4,0,0,0,0.5040144583136701,0.4959855416863299,x<=0
2023-12-09,615,1109,6,9.4,6.7,3.2,0.0,41.4,0,0,0,0.5059608034688335,0.4940391965311665,x<=0
2023-12-09,700,1128,6,9.4,6.7,3.2,0.0,41.4,0,0,0,0.5048743247014711,0.49512567529852897,x<=0
2023-12-09,730,1213,6,9.4,6.7,3.2,0.0,41.4,0,0,0,0.5048743247014711,0.49512567529852897,x<=0
2023-12-09,800,1226,6,9.4,6.7,3.2,0.0,41.4,0,0,0,0.5048743247014711,0.49512567529852897,x<=0
2023-12-09,830,1311,6,9.4,6.7,3.2,0.0,41.4,0,0,0,0.5048743247014711,0.49512567529852897,x<=0
2023-12-09,900,1327,6,9.4,6.7,3.2,0.0,41.4,0,0,1,0.5034135479303659,0.49658645206963414,x<=0
2023-12-09,930,1411,6,9.4,6.7,3.2,0.0,41.4,0,0,1,0.5034135479303659,0.49658645206963414,x<=0
2023-12-09,1030,1511,6,9.4,6.7,3.2,0.0,41.4,0,0,1,0.5034135479303659,0.49658645206963414,x<=0
2023-12-09,1100,1527,6,9.4,6.7,3.2,0.0,41.4,0,1,1,0.502511304085237,0.49748869591476297,x<=0
2023-12-09,1130,1614,6,9.4,6.7,3.2,0.0,41.4,0,1,1,0.503013377333115,0.496986622666885,x<=0
2023-12-09,1230,1710,6,9.4,6.7,3.2,0.0,41.4,0,0,1,0.5035315443107817,0.4964684556892182,x<=0
2023-12-09,1300,1727,6,9.4,6.7,3.2,0.0,41.4,0,0,1,0.5035315443107817,0.4964684556892182,x<=0
2023-12-09,1330,1813,6,9.4,6.7,3.2,0.0,41.4,0,0,1,0.5035315443107817,0.4964684556892182,x<=0
2023-12-09,1430,1911,6,9.4,6.7,3.2,0.0,41.4,0,1,1,0.5026465600365237,0.49735343996347625,x<=0
2023-12-09,1500,1929,6,9.4,6.7,3.2,0.0,41.4,0,1,1,0.5020164256853448,0.49798357431465523,x<=0
2023-12-09,1530,2013,6,9.4,6.7,3.2,0.0,41.4,0,0,1,0.5038497613038415,0.49615023869615854,x<=0
2023-12-09,1600,2025,6,9.4,6.7,3.2,0.0,41.4,0,0,1,0.5038497613038415,0.49615023869615854,x<=0
2023-12-09,1630,2114,6,9.4,6.7,3.2,0.0,41.4,0,0,1,0.5038497613038415,0.49615023869615854,x<=0
2023-12-09,1700,2123,6,9.4,6.7,3.2,0.0,41.4,0,1,1,0.5023030397373763,0.4976969602626236,x<=0
2023-12-09,1730,2159,6,9.4,6.7,3.2,0.0,41.4,0,0,0,0.5040144583136701,0.4959855416863299,x<=0
2023-12-09,1800,2238,6,9.4,6.7,3.2,0.0,41.4,0,0,0,0.5040144583136701,0.4959855416863299,x<=0
2023-12-09,1548,2015,6,9.4,6.7,3.2,0.0,41.4,0,0,1,0.5038497613038415,0.49615023869615854,x<=0
2023-12-09,615,1109,6,9.4,6.7,3.2,0.0,41.4,0,0,0,0.5059608034688335,0.4940391965311665,x<=0
2023-12-09,700,1128,6,9.4,6.7,3.2,0.0,41.4,0,0,0,0.5048743247014711,0.49512567529852897,x<=0
2023-12-09,930,1411,6,9.4,6.7,3.2,0.0,41.4,0,0,1,0.5034135479303659,0.49658645206963414,x<=0
2023-12-09,1330,1813,6,9.4,6.7,3.2,0.0,41.4,0,0,1,0.5035315443107817,0.4964684556892182,x<=0
